address,decimals,lastTradeUnixTime,liquidity,mc,name,symbol,v24hChangePercent,v24hUSD,token_url
9KNJo5yqo4FEhbgWjpkuiY4HyfdrDvxcncxDTERo3ghr,9,2024-01-23 11:38:02+00:00,3508.2416963601263,427.8084499215772,Erom Inu,Erom,,2387.691999724217,https://birdeye.so/token/9KNJo5yqo4FEhbgWjpkuiY4HyfdrDvxcncxDTERo3ghr
E5SQmBdNoAsSfQFv8i9z9RKNaCPaJ782Y2rLEdfDXwhX,9,2024-01-23 11:38:34+00:00,2242.284097061423,6401.278876324384,Coca Sola,SOLA,,12269.727903359906,https://birdeye.so/token/E5SQmBdNoAsSfQFv8i9z9RKNaCPaJ782Y2rLEdfDXwhX
8e5m9uHEqNoGfTz4FasJW7FXD1BJBaVUpsdVhnb6ZJPr,9,2024-01-23 11:38:45+00:00,5831.285270789881,12497.872464282347,Psicopato,PSICO,,39802.27502928898,https://birdeye.so/token/8e5m9uHEqNoGfTz4FasJW7FXD1BJBaVUpsdVhnb6ZJPr
A8H7tLgNj9gvMp6jBqednegv3jEbWCK9u5dx9yK5fU7S,9,2024-01-23 11:38:29+00:00,4426.365438340474,12709.592838651632,Baby Samoyed,BABYSAMO,,14592.83237682487,https://birdeye.so/token/A8H7tLgNj9gvMp6jBqednegv3jEbWCK9u5dx9yK5fU7S
CW7r5LsDpUULTwwU7GrgPVGG1CSKAYUJRCjAQtCS4ch6,9,2024-01-23 11:38:31+00:00,2122.910242557481,2273.118521734511,Adin Ross's Dog,ICON,,64845.4786923534,https://birdeye.so/token/CW7r5LsDpUULTwwU7GrgPVGG1CSKAYUJRCjAQtCS4ch6
Ddu3ANFCFV8oCjnTcPczqCPdBkbjfMKkBi5U2xQJL6S7,9,2024-01-23 11:38:43+00:00,2893.113687727257,6218.873257342215,YONKE,YONKE,,114913.04315082666,https://birdeye.so/token/Ddu3ANFCFV8oCjnTcPczqCPdBkbjfMKkBi5U2xQJL6S7
msNaQCVmhdCg4SkrvVqd63a3R5EZAtBXgSBtWT3SZZv,8,2024-01-23 11:36:22+00:00,1118.5237198183268,617.0220592649473,Yellow Canary,canary,,12251.22008107441,https://birdeye.so/token/msNaQCVmhdCg4SkrvVqd63a3R5EZAtBXgSBtWT3SZZv
CTFXpF5H3NA1QqG3L9KGByZEhSXruhm66i2QzFg2dDkD,3,2024-01-23 11:30:04+00:00,1353.126509066376,772.0390959618336,Sonke,SONKE,,49920.36533662824,https://birdeye.so/token/CTFXpF5H3NA1QqG3L9KGByZEhSXruhm66i2QzFg2dDkD
DbLJrcUUTSL4VCfkbw7VEwaexFBLUGbthPcYQdgiVeBE,9,2024-01-23 11:38:37+00:00,1320.5964253763027,1987.015153965452,Dramatic Gopher,GOPHER,,43061.05576098058,https://birdeye.so/token/DbLJrcUUTSL4VCfkbw7VEwaexFBLUGbthPcYQdgiVeBE
BusCnGLLqGdb8ZJz3Bfb86mELtGi3nGaF18Vbs861XUr,6,2024-01-23 11:38:43+00:00,1511.821260177132,3481.91245344798,Buttcoin,Buttcoin,,14546.742662808983,https://birdeye.so/token/BusCnGLLqGdb8ZJz3Bfb86mELtGi3nGaF18Vbs861XUr
FNCimA11c9AXAvRWoFnJThTqYsXe1vmeG26yn1XHYMax,9,2024-01-23 11:38:11+00:00,1797.6394165479094,1238.8428757626807,Buba Wif Hat,BUBA,,74331.19608612098,https://birdeye.so/token/FNCimA11c9AXAvRWoFnJThTqYsXe1vmeG26yn1XHYMax
6nwuKfctyJBCt2CvvQ1Ft9G6qPT4TxJ5UShtUA71Qhcs,9,2024-01-23 11:38:31+00:00,1017.5801953803592,564.7918749277408,SPEEDOG,SPEEDOG,,15393.223738936278,https://birdeye.so/token/6nwuKfctyJBCt2CvvQ1Ft9G6qPT4TxJ5UShtUA71Qhcs
C1J38DNBJBmMTMwfjVofH1L9T1QH6SEwGVnnA4Yt9Vte,6,2024-01-23 11:35:48+00:00,1187.8473711632355,1193.0083212247455,HarryPotterMemePonke10Inu,Ponke2.0,,236524.19467761263,https://birdeye.so/token/C1J38DNBJBmMTMwfjVofH1L9T1QH6SEwGVnnA4Yt9Vte
FqWd55Sp629f2wf5zZf8FDgNDWWRko6cUEKAo49BFERX,3,2024-01-23 11:38:21+00:00,3484.085233298789,4042.93972177681,Lonke,LONKE,,130162.11805368777,https://birdeye.so/token/FqWd55Sp629f2wf5zZf8FDgNDWWRko6cUEKAo49BFERX
H5iN4NbGr8C8FWbYnhnUgXA1UXhjgUgCrYC56vQwvTwM,1,2024-01-23 11:37:34+00:00,1123.2565049585114,912.5357465486758,ZOOMER,ZOOMER,,93203.64780291187,https://birdeye.so/token/H5iN4NbGr8C8FWbYnhnUgXA1UXhjgUgCrYC56vQwvTwM
FzBQfw5NmVx6p95tLZdUTz1DWwLePoHsSXvkwDfCc8pa,9,2024-01-23 11:34:53+00:00,1164.4338321502073,774.870895600363,Smudge The Cat,SMUDGE,,45630.84593797031,https://birdeye.so/token/FzBQfw5NmVx6p95tLZdUTz1DWwLePoHsSXvkwDfCc8pa
CCeW4h7s2TUr4xFwp4WqFevroEJj2iqu32UvA1VmGH7U,9,2024-01-23 11:32:30+00:00,1785.61907844083,1140.7615999774512,Smoke The Dragon,SMOKE,,78807.47771103153,https://birdeye.so/token/CCeW4h7s2TUr4xFwp4WqFevroEJj2iqu32UvA1VmGH7U
HJM3BSyG4MBC57teSyqV3pTDLjKgjaEv4d9dPDc9usef,9,2024-01-23 11:38:30+00:00,2561.1562957914443,8145.402352419614,Andrew Tate's Dog,G,,174508.14189939495,https://birdeye.so/token/HJM3BSyG4MBC57teSyqV3pTDLjKgjaEv4d9dPDc9usef
8CD7CCksG3VzJWbGK2z6HDLQVFgzsYGbRwveHTW37AMR,7,2024-01-23 11:37:59+00:00,2705.4968742667243,2186.910955159917,First Cat in Space,F̩licette,,171583.84715049836,https://birdeye.so/token/8CD7CCksG3VzJWbGK2z6HDLQVFgzsYGbRwveHTW37AMR
73DRA6CMbuZ9XKYUkp4BPKvbJPNavDGU39Mge3xqWy3f,9,2024-01-23 11:38:14+00:00,4578.390832858759,13238.016918728865,DONKE,DONKE,,851100.0309623819,https://birdeye.so/token/73DRA6CMbuZ9XKYUkp4BPKvbJPNavDGU39Mge3xqWy3f
4454Kmt4WiLLS5R3Vh4Gc2qLYvJeoHXsvi8QmGQ6dgct,9,2024-01-23 11:36:26+00:00,4183.626426060266,5344.034503310539,Crumpled Paper,CRUMP,,34152.590884105346,https://birdeye.so/token/4454Kmt4WiLLS5R3Vh4Gc2qLYvJeoHXsvi8QmGQ6dgct
9hNaKwuW8HtLNsNbQUvFLiS5PDQSSjYKVVXMe254VqXB,9,2024-01-23 11:27:49+00:00,1803.9845259644744,1151.8616379575271,SHIKI,SHIKI,,111194.14639865556,https://birdeye.so/token/9hNaKwuW8HtLNsNbQUvFLiS5PDQSSjYKVVXMe254VqXB
87oHWi2awXQjUHhBjCAC3Jn89diQyum3NRrk2uTC5gDK,9,2024-01-23 11:31:55+00:00,2929.9053476232525,2719.092687745717,Toly The Bu Dragon,BUDRAGON,,578484.8123788981,https://birdeye.so/token/87oHWi2awXQjUHhBjCAC3Jn89diQyum3NRrk2uTC5gDK
4PHDntnDBw9GV62b6mnfwVPBAzxQf81Zx4JtoChekBWL,9,2024-01-23 11:32:47+00:00,1505.9690602442856,1405.3676561714406, Roaring Kitty ,KITTY,,81308.43644750759,https://birdeye.so/token/4PHDntnDBw9GV62b6mnfwVPBAzxQf81Zx4JtoChekBWL
6aPtyGH8zbDH7ZFNBa6pva9dFktYftEkWYnkSahoEnzs,9,2024-01-23 11:38:17+00:00,1461.7740508698712,1255.9419154768611,LordMaximusFarquaad,$QUAAD,,28956.368501745557,https://birdeye.so/token/6aPtyGH8zbDH7ZFNBa6pva9dFktYftEkWYnkSahoEnzs
4fUSk2oNJcYx9qk21eiCb1xULj5KUMrQ2brts4xHG5Hz,6,2024-01-23 11:37:39+00:00,6141.038775230489,8089.955226072387,DogWifPiano,DWP,,109247.53732227391,https://birdeye.so/token/4fUSk2oNJcYx9qk21eiCb1xULj5KUMrQ2brts4xHG5Hz
3H948ymr3r8CJMikXVJr2U7gNyoLohNRk5BkpyvEfUfd,9,2024-01-23 11:28:35+00:00,2102.017681515704,2242.986318843444,Master Bateman,Bateman,,229750.9180299781,https://birdeye.so/token/3H948ymr3r8CJMikXVJr2U7gNyoLohNRk5BkpyvEfUfd
6Zu7vz6GN4tg2XQj8Vki1BZ5mFEezs3NoQLtZ6DVLk3U,6,2024-01-23 11:16:25+00:00,1811.292456387628,1275.013068123475,Retarded Ovols,0v0ls,,33582.55413298578,https://birdeye.so/token/6Zu7vz6GN4tg2XQj8Vki1BZ5mFEezs3NoQLtZ6DVLk3U
5wQghKp4jqQCFVjyBnMALsVVb4mY9FrgoibXp6QHZTeg,9,2024-01-23 11:36:16+00:00,3389.899766667258,3698.640028167295,Vin Diesol,DIESOL,,16868.415673303683,https://birdeye.so/token/5wQghKp4jqQCFVjyBnMALsVVb4mY9FrgoibXp6QHZTeg
5Qrbz8U9SpAJtXw9e7kNa58esLkPFMmBMM9DA1qCBwCz,2,2024-01-23 11:16:40+00:00,1211.885943664187,1706.9197652799396,Chudcoin,CHUD,,17562.4865223382,https://birdeye.so/token/5Qrbz8U9SpAJtXw9e7kNa58esLkPFMmBMM9DA1qCBwCz
E4a5iSB8aY3rqeYKyECT8gmYahwy3NyDo4sBQ1UvuE4m,9,2024-01-23 11:21:51+00:00,1124.528226193263,767.2766070645475,AstroHam,$HAM,,115456.87284517832,https://birdeye.so/token/E4a5iSB8aY3rqeYKyECT8gmYahwy3NyDo4sBQ1UvuE4m
JAHcqva3rMqHcj1ZZ3cwxfUWhdKwAa7EotzzuXjoDEEs,9,2024-01-23 11:28:15+00:00,1811.641764155448,1616.1975815477665,Socially Awkward Penguin,PENGUIN,,318459.732255459,https://birdeye.so/token/JAHcqva3rMqHcj1ZZ3cwxfUWhdKwAa7EotzzuXjoDEEs
HuvbTj4QNcJK4H8Z2huQEG9U8PutNV1mBn3ALgCECwwm,9,2024-01-23 11:37:18+00:00,3067.366070367405,3097.288520253411,default,$default,,566995.6324415298,https://birdeye.so/token/HuvbTj4QNcJK4H8Z2huQEG9U8PutNV1mBn3ALgCECwwm
2hcurAaKpPgFvX2YQ68qHMzpvoEpVDjNARe59aP3tdYR,6,2024-01-23 11:35:36+00:00,2934.4806305019883,5541.831789140687,upsidedowntrump,USDT,,391690.81258776085,https://birdeye.so/token/2hcurAaKpPgFvX2YQ68qHMzpvoEpVDjNARe59aP3tdYR
5KkRNFRynYF9VpzJZMi7pa2ozE58xWcXuDoz5KBV6jZE,6,2024-01-23 11:20:16+00:00,1627.839151159791,2268.6950826746247,Milk Cat,MILK,,23679.599711692725,https://birdeye.so/token/5KkRNFRynYF9VpzJZMi7pa2ozE58xWcXuDoz5KBV6jZE
3ewUBoYXUVWxJeKxQFiLVhHC8KhWQGz7whNgmJaPg8RS,9,2024-01-23 11:38:14+00:00,1674.333225711482,1650.5054724697463,Joe Camel,CAMEL,,111829.50697716812,https://birdeye.so/token/3ewUBoYXUVWxJeKxQFiLVhHC8KhWQGz7whNgmJaPg8RS
CDsNKy9uvjRfB8mYCR9tqSkLQR45KM5P8mf2rx9oqfy6,8,2024-01-23 11:13:30+00:00,2465.923990978092,1452.5839432227494,Why you always lying?,WYAL,,117165.4896445138,https://birdeye.so/token/CDsNKy9uvjRfB8mYCR9tqSkLQR45KM5P8mf2rx9oqfy6
DVsYn4zGNp7wYsFivUDWBkS6SsX6XA79jJhi8r1NXthS,6,2024-01-23 11:37:56+00:00,5180.1816184136005,13748.219080139675,CRACK,CRACK,,151151.79730939446,https://birdeye.so/token/DVsYn4zGNp7wYsFivUDWBkS6SsX6XA79jJhi8r1NXthS
FmcjKBrYUDsQy3LBL8QLmk3dKWoxNZs8GQha6VtGr6V,9,2024-01-23 11:38:21+00:00,1800.3011621965434,2314.522803389013,Cat squad ,CATS,,24002.10165052031,https://birdeye.so/token/FmcjKBrYUDsQy3LBL8QLmk3dKWoxNZs8GQha6VtGr6V
72UKHKpTGSWBaVcuMwccSQqj6ZapwpvXjWn1GovpYUeQ,5,2024-01-23 11:11:40+00:00,2004.020595288429,2997.811142180327,Pepito,Pepito,,51379.71973223728,https://birdeye.so/token/72UKHKpTGSWBaVcuMwccSQqj6ZapwpvXjWn1GovpYUeQ
HrKd6NxU6YFu2Lj9fW64FQWGgWQEoCVBu3RmhVcGJGVi,9,2024-01-23 11:37:17+00:00,2784.4965513543766,2622.1720812032863,Jicken,JICKEN,,244088.38500220512,https://birdeye.so/token/HrKd6NxU6YFu2Lj9fW64FQWGgWQEoCVBu3RmhVcGJGVi
h733uAyNUiMFeoiYnFfwioXaT8m8AX9RRjQon6Y3obA,9,2024-01-23 11:20:10+00:00,1155.6355601142586,732.3314200144226,Tangerine Dog,TAND,,69283.88252052007,https://birdeye.so/token/h733uAyNUiMFeoiYnFfwioXaT8m8AX9RRjQon6Y3obA
FSxHhj3nMw525mAe8uE4VHHWVNBroDaVzgR46pi6ERtH,6,2024-01-23 11:20:10+00:00,1016.2927942938294,658.0435229815092,Every Trader Fucked,ETF,,67789.68028296527,https://birdeye.so/token/FSxHhj3nMw525mAe8uE4VHHWVNBroDaVzgR46pi6ERtH
GLY3mwAeazTJ2bTXnDUHVCLFxbYsstmCEfyHCmhjqhbM,6,2024-01-23 11:30:44+00:00,1191.934811431628,697.0867338490765,Solanacaust,SOLCAUST,,42095.25251447589,https://birdeye.so/token/GLY3mwAeazTJ2bTXnDUHVCLFxbYsstmCEfyHCmhjqhbM
D5c826JWX4tSc1rSACAZhYFFsRBJP7a4WweraA2DN5Va,9,2024-01-23 11:23:03+00:00,1169.9502718977262,642.7303691755816,The SEC's 2FA,2FA,,47428.89258675769,https://birdeye.so/token/D5c826JWX4tSc1rSACAZhYFFsRBJP7a4WweraA2DN5Va
YbASG9mUkKSjF9rMGeKQuqeF6FFRwZYvSQpPAxt9Fdh,6,2024-01-23 11:37:52+00:00,7512.42894290092,12007.370949705848,Sunny Obama's Dog,OBAMA,,639549.3276930576,https://birdeye.so/token/YbASG9mUkKSjF9rMGeKQuqeF6FFRwZYvSQpPAxt9Fdh
6AjBQM78ZuePDeQZnnFCAFdkNPLGZZnqYY66hrcXHqWL,9,2024-01-23 11:38:29+00:00,1392.234204582831,1776.4080095459635,Dog in a sock,SDOG,,98448.05926435876,https://birdeye.so/token/6AjBQM78ZuePDeQZnnFCAFdkNPLGZZnqYY66hrcXHqWL
J5TqQKNWnrY8vLCy2VgtQKWFHKPMmSaCwRGox2C4Aq3z,6,2024-01-23 11:36:24+00:00,2907.505749858909,6067.759333696564,McSolana'Sonic,SONIC,,17912.731212194747,https://birdeye.so/token/J5TqQKNWnrY8vLCy2VgtQKWFHKPMmSaCwRGox2C4Aq3z
6DuaVHiiWmC9NVwANXmzd8YPPt96hvLt5LBsi4tuszRA,9,2024-01-23 11:28:51+00:00,6254.583405541551,18713.0364006315,Nyan Dog,NYANDOG,,617431.9512296151,https://birdeye.so/token/6DuaVHiiWmC9NVwANXmzd8YPPt96hvLt5LBsi4tuszRA
GidqRaisBvPqM1vLiXD4ibhz2nmQ1qeCgoGKLmJfurLh,9,2024-01-23 11:31:55+00:00,1174.1759827723154,1678.2901513853503,Baby PONKE,$BPONKE,,69108.5242762239,https://birdeye.so/token/GidqRaisBvPqM1vLiXD4ibhz2nmQ1qeCgoGKLmJfurLh
GxvnV3BkeEPm8rkPGaqj3UycjNvYvDBnxhWcXx6nWqDw,9,2024-01-23 11:38:09+00:00,3752.912639734932,4863.732963356167,CHOW CHOW,$CHOW,,1680237.6051147163,https://birdeye.so/token/GxvnV3BkeEPm8rkPGaqj3UycjNvYvDBnxhWcXx6nWqDw
8sE6rdnNKdzVKMkwk3o4Pge4udBdx7wwRBofHu6XkCba,3,2024-01-23 11:38:01+00:00,3049.5210295467805,5556.381522845294,Grok 1.5,Grok1.5,,277585.4951395331,https://birdeye.so/token/8sE6rdnNKdzVKMkwk3o4Pge4udBdx7wwRBofHu6XkCba
HCrwXKSpMNbrCCk7we7jVuJTjjJQdQypwukT8gZeAUHu,9,2024-01-23 11:33:13+00:00,2876.209696855146,2696.7552808104,MYRO KART,MYROK,,102781.38177337951,https://birdeye.so/token/HCrwXKSpMNbrCCk7we7jVuJTjjJQdQypwukT8gZeAUHu
9gqKcEosBWsstAjgSFcwgQaXEYRw4wcHe9bzNKnGsSEu,9,2024-01-23 11:37:32+00:00,1859.7976180745047,1612.1834903883394,Duchibukku,DUCHI,,139458.92483371665,https://birdeye.so/token/9gqKcEosBWsstAjgSFcwgQaXEYRw4wcHe9bzNKnGsSEu
52jPRfypRYX7oDKbPU9vuxvK7wguSFE9BFUYZVXxL5Ks,5,2024-01-23 11:32:12+00:00,2238.8957765407413,1948.4550969608592,Dubai Bonk,DUBAIBONK,,107218.91998150236,https://birdeye.so/token/52jPRfypRYX7oDKbPU9vuxvK7wguSFE9BFUYZVXxL5Ks
Ej3wKek5U4j3ALsnYjMe2B3H7bLa1iekyfnWYMVH8AZ2,9,2024-01-23 11:37:00+00:00,3710.8515898550622,8952.428188451926,Baby Dragon Doge,$BDD,,88232.83711834381,https://birdeye.so/token/Ej3wKek5U4j3ALsnYjMe2B3H7bLa1iekyfnWYMVH8AZ2
91ouCJmsEMRPLWS41GT8fiPSnYfgSyXK5hLWu7FbBW6i,5,2024-01-23 11:36:30+00:00,2313.7846277987924,1846.432369717304,Wallahi Coin,Wallahi,,15308.710869743569,https://birdeye.so/token/91ouCJmsEMRPLWS41GT8fiPSnYfgSyXK5hLWu7FbBW6i
9HJ6NkFJCiPzGMntvoZZaPu7MWmqv8xfDVu4tSfkUMkJ,6,2024-01-23 11:32:20+00:00,1612.198808635609,967.8734162267932,HarryPotterObamaMarioBros7Inu,SOLANA,,89385.03151972865,https://birdeye.so/token/9HJ6NkFJCiPzGMntvoZZaPu7MWmqv8xfDVu4tSfkUMkJ
BBEm8zXW1rcRhVBJBrn4m5ZFzpX8fip8S72TWsPUDuJa,9,2024-01-23 11:15:32+00:00,1029.5535334306107,942.4374199065152,Buya Duck,BUYA,,194818.62699852185,https://birdeye.so/token/BBEm8zXW1rcRhVBJBrn4m5ZFzpX8fip8S72TWsPUDuJa
8A8WcV77po6z3EQhCdcnE2WYsysQtx628xm7RACZMRwK,9,2024-01-23 11:26:34+00:00,1984.6637977839437,1343.014738165086,MILO,MILO,,145401.3047352178,https://birdeye.so/token/8A8WcV77po6z3EQhCdcnE2WYsysQtx628xm7RACZMRwK
7LANHAhRvPbbeNes1PVEtemxFATQTMhakK5pFL8EBHqX,9,2024-01-23 11:23:56+00:00,1507.9199420152613,863.8170128483149,Samuraj Cat,SCAT,,56882.4076212224,https://birdeye.so/token/7LANHAhRvPbbeNes1PVEtemxFATQTMhakK5pFL8EBHqX
HUwhgj8qyaDMLCrBW5MLJZA1f5Q9an1zGuMNP5HG1GHF,6,2024-01-23 11:37:35+00:00,1782.1968552138703,1105.4838580173423,devwifmarketing,DEVWIF,,219495.43753972283,https://birdeye.so/token/HUwhgj8qyaDMLCrBW5MLJZA1f5Q9an1zGuMNP5HG1GHF
FsiUKC3Qw1anDNJsb6LtHfX3MsmvaTqL5GZhoi8jAijo,9,2024-01-23 11:17:57+00:00,1280.132963396783,1261.8617234097635,Cat Wif Jordan,AIR,,141016.1045231539,https://birdeye.so/token/FsiUKC3Qw1anDNJsb6LtHfX3MsmvaTqL5GZhoi8jAijo
4R94F3Y2dCfdvPMgFdSWRiqA8DPNVuCkMLxetUuqJJ5r,1,2024-01-23 11:34:47+00:00,8510.99440715568,11921.436513852255,ETF,ETF,,19565.33001820625,https://birdeye.so/token/4R94F3Y2dCfdvPMgFdSWRiqA8DPNVuCkMLxetUuqJJ5r
7t6SHBRJZ4MB2CyWSW2W2HgKiz4nGT4S3F6SsyLvui4B,6,2024-01-23 11:26:12+00:00,1986.4888370526176,1196.1888492567257,cat in croissant,cic,,224250.06286089815,https://birdeye.so/token/7t6SHBRJZ4MB2CyWSW2W2HgKiz4nGT4S3F6SsyLvui4B
7Jatm9Hw19twKcL31rVPufpfCqrspnce6BLwYykLST3N,8,2024-01-23 11:30:29+00:00,1022.9099873596016,1004.5765894338012,Yellow Dog,YELLOWDOG,,14261.859914252029,https://birdeye.so/token/7Jatm9Hw19twKcL31rVPufpfCqrspnce6BLwYykLST3N
GZfa2QKd8LB5nzbeMAgtGbY52vAuj2Mi9uNw4mBh99nm,6,2024-01-23 11:30:03+00:00,1873.805154745115,1193.884246935864,LandWolf,WOLF,,58021.308736599705,https://birdeye.so/token/GZfa2QKd8LB5nzbeMAgtGbY52vAuj2Mi9uNw4mBh99nm
31157bfQAzCrWFe9RGrzKS2JLTUQDPaYQBwRJkryQou9,6,2024-01-23 11:20:35+00:00,2157.6263698642224,1671.020588729,Bonk Is Fine,BINE,,304128.6049000998,https://birdeye.so/token/31157bfQAzCrWFe9RGrzKS2JLTUQDPaYQBwRJkryQou9
As3EJSsi42Nn19k6EZr88K5jiT1fG1HELp6MDvWZQErj,5,2024-01-23 11:17:18+00:00,1140.59594489989,729.1209417715644,DOGENKE,DOGENKE,,108659.91451234744,https://birdeye.so/token/As3EJSsi42Nn19k6EZr88K5jiT1fG1HELp6MDvWZQErj
8r5ZdZ8h7g8hjsrxZeAuDxmrNTLWb4ZBr2pwzPWiMMwq,8,2024-01-23 11:38:29+00:00,4534.680450768063,8697.367600202348,Shitcoin,SHIT,,193784.24075541965,https://birdeye.so/token/8r5ZdZ8h7g8hjsrxZeAuDxmrNTLWb4ZBr2pwzPWiMMwq
G7wcUtibkJ2L5VEKsuwGLEHYJxcbwWLnbK5XtsqDk8j9,9,2024-01-23 11:21:43+00:00,2120.124859013076,1490.9362624425612,Blue Cat,BLUECAT,,230056.1973016081,https://birdeye.so/token/G7wcUtibkJ2L5VEKsuwGLEHYJxcbwWLnbK5XtsqDk8j9
5qz2sWwWTJqsmQfEXtpn64P96KhRpPDZT7qUrySGdoWN,5,2024-01-23 11:17:21+00:00,4660.529169734287,5294.744746727767,Dog Wif Cash,DOWC,,36980.36357208849,https://birdeye.so/token/5qz2sWwWTJqsmQfEXtpn64P96KhRpPDZT7qUrySGdoWN
9cTCEHfj6t6v8gYtVkj9Miypkp9AmwYF7EtbzRNYxbqB,6,2024-01-23 11:28:05+00:00,1125.8966123687703,841.5123955191896,Roflcopter,Roflcopter,,31418.15581527144,https://birdeye.so/token/9cTCEHfj6t6v8gYtVkj9Miypkp9AmwYF7EtbzRNYxbqB
HAw4Gf9HtWrQgZpMC53iG1XJ5utyMePFvraUsD281Smq,9,2024-01-23 11:50:42+00:00,1925.8936218667016,5096.260835938855,PatThePinkCat,PAT,,51296.21870418488,https://birdeye.so/token/HAw4Gf9HtWrQgZpMC53iG1XJ5utyMePFvraUsD281Smq
